drv_age1,vh_age,vh_cyl,vh_din,pol_bonus,vh_sale_begin,vh_sale_end,vh_value,vh_speed,claim_amount,made_claim
89,22,1721,93,0.5,23,21,17303,185,392.53,1
50,14,1997,94,0.66,15,13,20367,157,0.0,0
39,20,954,45,0.5,23,21,9818,145,0.0,0
53,9,1598,111,0.5,10,6,18685,190,0.0,0
46,14,1390,98,0.5,14,12,12450,186,0.0,0
67,26,1796,70,0.5,34,25,12235,120,0.0,0
49,19,1870,66,0.5,19,18,11663,161,0.0,0
54,10,2188,150,0.5,13,9,34850,188,1909.19,1
70,12,2463,115,0.5,13,12,29661,145,0.0,0
64,20,1527,59,0.5,21,18,11465,155,0.0,0
48,17,1149,59,0.5,19,16,9620,152,0.0,0
43,7,1198,70,0.5,8,8,12030,167,0.0,0
72,7,1461,106,0.5,10,9,24100,178,0.0,0
85,28,1237,55,0.5,28,25,9178,155,0.0,0
53,5,1560,90,0.5,7,5,21100,161,0.0,0
42,6,1560,90,0.55,6,5,21200,173,0.0,0
59,19,1896,111,0.5,19,18,27396,192,0.0,0
45,7,1461,86,0.5,8,3,19900,159,0.0,0
66,27,954,45,0.5,29,22,8157,145,0.0,0
86,13,1598,113,0.5,13,11,18900,192,0.0,0
58,7,2982,173,0.5,8,7,40650,175,0.0,0
54,5,1398,68,0.57,6,5,15300,169,0.0,0
86,5,998,68,0.5,5,5,11350,157,0.0,0
82,5,1461,68,0.57,6,4,12200,150,0.0,0
83,5,1149,75,0.5,6,5,8500,161,0.0,0
37,11,1870,120,0.95,12,10,24150,188,0.0,0
54,9,1390,81,0.5,9,8,15440,168,0.0,0
78,27,956,37,0.5,30,23,8064,118,0.0,0
70,16,1124,60,0.5,19,18,9772,165,0.0,0
72,5,1461,68,0.5,9,6,15300,159,0.0,0
86,10,1399,94,0.5,10,8,13500,175,0.0,0
33,15,1360,75,0.8,17,12,11950,170,0.0,0
39,8,1560,90,0.5,9,6,18750,182,0.0,0
74,6,1149,75,0.5,7,5,10150,169,0.0,0
44,18,1598,75,0.5,23,17,13500,170,0.0,0
85,8,1398,68,0.5,13,5,18150,158,0.0,0
43,16,1753,60,0.6,17,15,11343,158,0.0,0
41,21,2499,119,0.5,23,21,28493,180,0.0,0
40,30,1108,48,0.5,31,20,7890,143,0.0,0
48,10,1390,75,0.5,13,12,10865,174,0.0,0
57,18,1171,60,0.5,23,19,10199,155,0.0,0
53,14,1870,108,0.5,14,11,25250,190,0.0,0
67,20,1896,68,0.5,21,12,18725,132,0.0,0
52,7,1995,143,0.5,8,7,38850,210,0.0,0
80,7,1560,90,0.5,11,7,18800,180,0.0,0
63,21,1237,55,0.5,22,20,8614,150,0.0,0
81,18,1598,90,0.5,19,16,19727,170,0.0,0
55,19,1973,75,0.5,20,18,12776,156,0.0,0
84,15,1998,136,0.5,15,12,21400,180,0.0,0
84,10,1398,70,0.5,13,10,15488,160,0.0,0
63,18,2496,70,0.5,19,16,15444,124,0.0,0
31,12,1598,116,0.57,14,9,18600,200,0.0,0
50,17,1905,71,0.5,22,19,14773,162,0.0,0
35,6,1124,60,0.68,6,5,11550,155,226.34,1
87,18,1598,75,0.5,20,17,16541,172,0.0,0
50,20,1870,66,0.5,22,18,16282,161,0.0,0
72,19,1390,60,0.5,23,19,8705,158,0.0,0
56,25,1974,74,0.5,26,23,16152,165,0.0,0
54,11,2179,130,0.5,13,10,33450,182,0.0,0
59,5,1560,112,0.53,5,4,28700,183,1099.67,1
55,23,954,45,0.5,24,22,7928,145,0.0,0
83,13,1598,108,0.5,15,10,19700,195,0.0,0
67,5,1991,140,0.65,10,8,29310,178,0.0,0
66,9,1149,59,0.5,15,9,10138,151,0.0,0
58,21,1390,60,0.58,23,19,8705,158,0.0,0
59,24,1108,49,0.5,25,22,8294,145,0.0,0
63,8,1995,150,0.5,8,8,38250,194,0.0,0
68,12,1199,75,0.5,15,12,11100,170,0.0,0
65,10,998,68,0.5,10,5,9450,157,0.0,0
33,11,1896,64,0.54,13,12,11995,163,0.0,0
76,9,1560,90,0.5,10,8,18700,180,0.0,0
78,23,954,45,0.5,29,22,8157,145,0.0,0
74,44,602,30,0.5,47,28,7227,100,0.0,0
85,11,1997,90,0.5,14,11,18100,179,0.0,0
49,8,1991,136,0.5,9,8,26940,178,950.48,1
42,11,1461,58,0.5,12,10,14651,137,0.0,0
38,43,602,33,0.5,46,36,2830,123,0.0,0
70,7,1598,113,0.5,12,10,20800,185,0.0,0
41,20,1769,90,0.5,24,21,17258,175,0.0,0
60,6,1364,90,0.5,10,8,15100,175,0.0,0
84,14,1149,75,0.5,15,9,10500,170,265.9,1
76,7,1560,109,0.5,8,7,21750,191,532.29,1
44,9,1910,120,0.5,10,10,24900,185,0.0,0
81,6,1240,81,0.5,12,6,13900,145,0.0,0
91,17,1905,90,0.5,18,15,19666,178,0.0,0
63,5,1560,93,0.5,5,4,19000,183,0.0,0
65,12,2488,134,0.55,13,8,24159,160,1262.43,1
36,12,1997,90,0.5,13,10,20800,174,0.0,0
51,15,1298,70,0.5,17,15,10657,125,0.0,0
59,25,2500,75,0.5,28,25,17007,122,0.0,0
69,7,1991,109,0.5,10,8,28100,181,0.0,0
63,10,1560,90,0.5,11,7,18800,180,0.0,0
76,8,1398,68,0.5,13,7,15800,164,0.0,0
35,10,1870,120,0.5,12,10,24150,188,0.0,0
66,7,1360,74,0.5,12,7,15000,169,0.0,0
70,32,2445,73,0.5,35,26,19302,108,0.0,0
80,19,954,45,0.5,23,21,9818,145,0.0,0
30,9,1124,60,0.6,12,10,11200,158,0.0,0
50,12,1124,60,0.5,15,12,9700,164,0.0,0
44,12,1398,68,0.5,13,5,18150,158,0.0,0
45,12,1598,116,0.5,14,9,18600,200,407.04,1
50,13,1905,70,0.5,17,16,14254,142,0.0,0
58,6,1364,90,0.5,6,4,16600,175,0.0,0
46,9,2148,150,0.58,9,9,22900,183,4474.63,1
77,14,973,59,0.5,15,12,10650,155,0.0,0
41,5,1461,106,0.5,6,5,24200,190,0.0,0
76,10,1587,109,0.5,11,7,18350,172,0.0,0
77,15,1242,60,0.5,16,13,9940,155,0.0,0
52,7,1997,136,0.5,10,7,29300,202,0.0,0
43,14,1997,90,0.5,16,10,20750,175,0.0,0
70,16,2982,125,0.5,17,15,24850,160,0.0,0
69,7,2149,170,0.5,9,6,45900,225,0.0,0
65,9,1149,59,0.5,14,12,11250,160,0.0,0
44,5,2231,150,0.54,6,4,28000,190,4848.41,1
62,6,1242,60,0.5,7,5,12250,152,0.0,0
39,14,1870,81,0.5,16,14,14864,174,0.0,0
63,7,1397,96,0.5,8,8,16100,185,2368.24,1
75,11,1149,75,0.58,15,9,11300,170,0.0,0
46,8,1997,136,0.55,9,7,32300,190,0.0,0
35,6,1598,120,0.5,9,8,17450,195,0.0,0
78,36,1468,56,0.5,49,44,2203,95,0.0,0
62,16,1598,75,0.5,17,13,15764,175,0.0,0
60,11,2953,154,0.5,13,11,30350,170,0.0,0
67,23,1905,71,0.5,24,18,16084,167,0.0,0
67,19,1905,71,0.5,19,18,17246,137,0.0,0
47,10,1461,106,0.5,10,9,20200,185,0.0,0
45,20,1769,59,0.5,22,17,13275,157,0.0,0
40,8,1995,150,0.5,9,6,38550,194,0.0,0
61,7,2721,204,0.5,11,10,49500,230,2138.55,1
68,25,1397,60,0.5,27,23,10139,160,0.0,0
61,14,1997,90,0.5,14,14,17212,160,0.0,0
50,12,1746,134,0.5,12,12,18890,200,0.0,0
59,13,1461,56,0.5,14,11,12319,155,0.0,0
67,6,1149,101,0.5,8,6,15700,183,0.0,0
69,12,1149,75,0.5,14,12,13050,170,964.87,1
64,14,1587,109,0.5,14,11,18350,190,0.0,0
60,14,1998,139,0.5,15,14,25231,173,0.0,0
51,8,1461,106,0.5,10,9,23350,178,0.0,0
45,20,1905,93,0.5,21,17,25383,160,0.0,0
64,24,1171,60,0.5,25,22,9300,155,0.0,0
52,15,2477,100,0.5,19,14,23667,142,0.0,0
94,13,1461,66,0.5,14,12,13050,163,0.0,0
64,10,1870,120,0.5,12,10,24150,188,0.0,0
59,11,1360,74,0.5,13,13,12950,162,0.0,0
52,11,1149,75,0.5,15,9,11300,170,0.0,0
60,11,1868,70,0.5,13,8,14472,142,0.0,0
64,8,1422,70,0.5,10,7,13200,166,0.0,0
84,15,998,68,0.5,16,14,9940,155,0.0,0
39,15,1390,60,0.5,17,16,10245,160,0.0,0
61,7,1896,105,0.5,12,8,21370,187,0.0,0
45,7,1398,68,0.5,13,5,18150,158,254.08,1
42,13,2979,231,0.5,15,10,41350,250,0.0,0
70,16,1360,75,0.5,17,12,11950,170,0.0,0
54,17,1870,98,0.5,17,15,20734,185,0.0,0
40,6,998,68,0.76,10,6,8700,157,0.0,0
66,14,1199,75,0.5,15,12,11100,170,0.0,0
74,9,1149,75,0.5,10,9,13650,167,0.0,0
67,7,1997,136,0.5,11,7,26250,207,0.0,0
48,49,425,17,0.5,55,45,940,95,0.0,0
68,11,1360,74,0.5,13,10,16150,162,0.0,0
56,34,1397,64,0.5,33,30,9574,160,0.0,0
80,12,1299,70,0.5,13,9,11540,161,0.0,0
60,6,998,70,0.5,10,6,11950,155,0.0,0
62,10,1461,82,0.5,14,12,14450,175,0.0,0
58,18,1171,60,0.5,23,19,10199,155,0.0,0
52,5,1398,68,0.5,6,5,15300,163,0.0,0
32,10,1868,70,0.5,13,11,14412,144,0.0,0
43,23,954,45,0.5,24,22,7928,145,0.0,0
64,26,1108,48,0.5,31,20,7890,143,0.0,0
48,15,1870,98,0.5,17,15,20734,185,0.0,0
80,20,1171,60,0.5,24,20,9955,155,0.0,0
75,16,1598,108,0.5,17,15,19727,182,0.0,0
54,17,1870,64,0.5,17,15,11876,161,0.0,0
77,5,1242,70,0.5,7,1,11500,159,0.0,0
62,11,1360,75,0.52,13,10,13900,170,0.0,0
43,9,1896,105,0.5,10,8,21100,183,0.0,0
35,16,1997,109,0.6,17,14,24392,191,0.0,0
47,5,1398,68,0.5,6,5,16700,166,1195.02,1
90,13,1360,75,0.5,13,13,13460,170,0.0,0
54,16,1783,116,0.5,17,15,21801,201,0.0,0
55,9,1560,90,0.5,11,7,18800,180,0.0,0
45,11,1596,109,0.5,12,9,24200,185,0.0,0
43,11,1364,75,0.5,14,10,12850,170,0.0,0
67,5,1587,109,0.5,6,6,21900,189,0.0,0
52,5,1598,157,0.5,6,2,29500,215,0.0,0
68,8,1149,79,0.72,9,5,14850,163,0.0,0
53,18,2188,113,0.5,19,15,31329,175,0.0,0
87,20,1527,59,0.5,21,18,11465,155,229.47,1
49,11,1598,113,0.5,13,10,20350,192,0.0,0
59,12,2477,116,0.5,14,9,25300,145,0.0,0
83,23,954,45,0.5,28,22,8484,143,0.0,0
58,11,1997,90,0.5,14,11,18100,179,0.0,0
52,15,1390,75,0.5,17,15,11419,170,0.0,0
70,9,2148,150,0.58,9,9,22900,183,0.0,0
55,17,1870,98,0.5,17,15,21953,177,0.0,0
49,21,1905,93,0.5,22,18,21328,180,0.0,0
45,14,1598,108,0.5,16,15,18279,195,0.0,0
52,12,1997,109,0.5,13,11,24450,192,0.0,0
46,6,1560,109,0.5,7,5,28650,180,0.0,0
47,20,2663,101,0.5,22,19,22548,145,0.0,0
64,15,1905,70,0.5,21,13,19947,123,0.0,0
50,12,1868,70,0.5,17,12,12750,161,0.0,0
68,11,1124,60,0.5,12,10,11200,158,0.0,0
62,6,1598,120,0.5,6,5,19500,188,0.0,0
41,6,1124,60,0.5,11,10,13350,157,0.0,0
67,15,1124,60,0.5,15,12,11450,158,0.0,0
54,8,2696,165,0.5,9,4,32490,177,0.0,0
68,5,1560,90,0.5,7,6,20650,180,0.0,0
84,53,747,28,0.5,54,49,824,110,0.0,0
48,13,1997,90,0.5,16,10,20750,175,0.0,0
37,8,1995,131,0.54,8,5,32750,184,0.0,0
31,20,1753,59,0.51,20,20,11892,152,0.0,0
66,10,1598,111,0.5,10,6,18685,190,0.0,0
54,12,1997,90,0.5,13,10,16850,163,0.0,0
86,15,1910,60,0.57,16,13,12540,155,0.0,0
42,5,1598,150,0.5,8,5,24500,210,0.0,0
58,6,998,68,0.5,10,4,11650,157,0.0,0
59,6,1560,90,0.5,6,5,21200,173,0.0,0
61,7,1461,85,0.5,8,7,12840,161,0.0,0
71,10,2230,158,0.5,13,10,31300,218,0.0,0
75,6,1997,136,0.5,8,7,31150,190,0.0,0
54,6,1461,86,0.5,7,4,14550,161,0.0,0
76,11,1398,68,0.5,13,5,18150,158,0.0,0
94,27,1595,75,0.5,32,25,11831,167,0.0,0
45,6,1598,90,0.51,6,1,16280,180,0.0,0
85,11,1997,90,0.5,16,10,20750,175,0.0,0
57,5,1598,105,0.5,5,1,30642,186,0.0,0
39,6,1560,90,0.5,8,6,17650,182,0.0,0
72,23,970,45,0.5,29,21,11099,105,0.0,0
46,13,1360,75,0.5,17,12,11950,170,0.0,0
63,6,1248,75,0.5,10,8,12750,165,0.0,0
85,7,1560,109,0.5,11,7,22300,192,0.0,0
33,8,1364,90,0.51,9,6,17410,178,0.0,0
86,15,1997,90,0.5,16,12,20100,180,0.0,0
66,10,1398,68,0.5,13,5,18150,158,0.0,0
46,10,1870,120,0.5,13,10,22800,196,0.0,0
61,19,1796,116,0.5,20,17,24621,194,0.0,0
55,27,2383,82,0.5,31,27,19453,150,0.0,0
74,9,2987,225,0.5,10,6,56350,210,0.0,0
68,27,1905,66,0.5,29,22,13919,160,0.0,0
72,11,1997,90,0.5,14,11,18100,179,0.0,0
42,19,1975,73,0.51,23,18,13715,165,0.0,0
67,8,1560,90,0.5,10,7,18900,163,0.0,0
79,12,1461,66,0.5,14,12,13050,163,0.0,0
38,5,998,68,0.5,9,4,11350,157,541.0,1
58,20,1239,55,0.5,20,18,9041,150,0.0,0
44,6,1995,177,0.5,8,5,32150,228,0.0,0
35,15,1124,60,0.64,19,18,9772,165,0.0,0
61,11,1970,165,0.5,11,6,30400,216,0.0,0
69,13,1199,75,0.5,15,12,13250,170,0.0,0
82,19,1389,60,0.5,22,20,10962,145,0.0,0
53,15,1997,90,0.5,16,15,17227,180,0.0,0
57,16,1870,98,0.5,17,15,19804,173,0.0,0
46,9,1398,68,0.5,13,5,18150,158,0.0,0
55,10,1870,120,0.5,12,10,22800,196,0.0,0
55,12,1997,90,0.5,16,10,20750,175,0.0,0
86,13,1870,101,0.5,14,9,21250,185,0.0,0
70,12,1299,70,0.5,13,11,10400,167,0.0,0
45,12,1896,68,0.5,17,11,17370,160,0.0,0
50,19,1975,83,0.5,19,18,18142,175,0.0,0
25,18,1149,59,0.72,19,16,9620,152,0.0,0
69,24,1769,60,0.5,31,17,12190,134,0.0,0
59,16,1149,59,0.5,17,15,10504,160,0.0,0
55,19,1360,75,0.5,22,20,12639,172,0.0,0
74,14,1360,75,0.5,17,12,11950,170,0.0,0
66,26,2068,60,0.5,34,26,13289,107,0.0,0
90,15,1360,75,0.5,17,12,11950,170,0.0,0
63,8,1390,98,0.5,10,9,15950,183,0.0,0
74,23,2068,67,0.5,29,26,13507,164,0.0,0
35,9,1587,109,0.5,15,9,17550,185,0.0,0
66,5,1124,60,0.5,6,5,11550,155,0.0,0
38,19,1196,45,0.5,21,17,9292,145,0.0,0
44,10,1998,136,0.5,13,9,27800,185,0.0,0
44,7,1398,68,0.5,12,9,13300,166,0.0,0
49,7,1870,131,0.5,10,9,23750,200,0.0,0
64,26,1390,81,0.5,27,23,12067,173,0.0,0
36,12,1598,113,0.5,13,10,17350,192,0.0,0
47,14,2151,82,0.62,16,11,20332,143,0.0,0
66,17,1391,75,0.5,17,14,16010,171,0.0,0
47,10,1997,136,0.5,11,10,30600,200,98.11,1
60,21,1237,55,0.5,22,20,8614,150,0.0,0
56,10,1560,109,0.5,11,10,23500,183,0.0,0
77,24,1997,127,0.5,23,21,27274,190,0.0,0
56,24,1769,90,0.8,27,23,19255,180,0.0,0
43,21,1870,66,0.5,25,21,12277,161,0.0,0
54,10,1587,109,0.5,13,7,16950,193,0.0,0
52,5,1461,108,0.5,5,3,16350,171,0.0,0
70,9,1991,109,0.72,10,8,28100,181,2216.68,1
34,10,2496,164,0.5,11,10,35500,222,0.0,0
82,12,1997,90,0.5,16,10,20750,175,0.0,0
75,10,1198,55,0.5,10,9,8990,148,0.0,0
46,15,1299,60,0.6,16,13,9850,155,0.0,0
66,8,1461,86,0.5,10,8,17450,174,0.0,0
73,16,1761,90,0.5,17,15,14788,182,0.0,0
72,22,1799,123,0.5,22,16,24377,193,0.0,0
60,8,1149,59,0.5,8,6,10100,150,0.0,0
38,15,1360,75,0.5,17,12,11950,170,0.0,0
89,20,1905,71,0.5,22,19,14773,162,2199.34,1
92,14,1870,102,0.65,15,14,20124,174,584.97,1
69,7,1461,86,0.5,8,7,11790,167,0.0,0
41,11,1968,140,0.6,11,8,26200,197,0.0,0
68,12,1398,68,0.5,14,10,14500,168,0.0,0
25,16,998,55,0.76,23,21,9132,150,0.0,0
43,6,1598,120,0.5,8,6,19550,200,0.0,0
40,9,1870,131,0.5,10,9,23750,200,0.0,0
45,17,1998,147,0.5,17,15,30932,195,0.0,0
86,5,1339,100,0.62,7,4,17400,180,0.0,0
74,27,1769,60,0.5,32,22,11564,155,0.0,0
57,15,1870,105,0.5,15,12,17500,185,0.0,0
52,12,1587,109,0.5,14,11,16300,190,0.0,0
83,19,1149,59,0.5,19,18,11556,160,0.0,0
58,9,1560,109,0.5,11,10,23500,183,0.0,0
74,11,1968,136,0.5,12,9,26200,197,0.0,0
66,8,1560,75,0.5,10,8,16565,150,0.0,0
67,11,1461,82,0.5,12,11,17650,168,0.0,0
83,8,1598,120,0.5,9,8,18550,195,0.0,0
55,19,1794,94,0.5,22,20,15550,180,0.0,0
54,15,1149,59,0.5,15,9,10138,151,0.0,0
57,6,1398,68,0.5,8,4,16505,152,0.0,0
59,9,1896,116,0.5,11,7,34780,201,0.0,0
36,5,1560,109,0.5,5,5,24200,180,0.0,0
88,11,1598,101,0.5,12,11,13880,175,0.0,0
84,24,1360,75,0.5,24,22,11324,170,0.0,0
44,42,998,39,0.51,45,40,1752,125,0.0,0
43,13,1781,180,0.57,16,12,29580,226,0.0,0
74,24,2497,90,0.5,30,27,24719,174,0.0,0
44,6,1997,136,0.5,9,8,32250,205,0.0,0
69,6,1560,109,0.5,6,5,26250,195,0.0,0
54,15,1149,59,0.5,17,15,8522,151,0.0,0
59,18,1896,64,0.5,19,17,13934,158,465.74,1
43,11,1398,68,0.5,13,5,18150,158,0.0,0
57,30,1721,82,0.5,32,29,11007,175,0.0,0
54,6,1896,105,0.5,10,8,25330,188,0.0,0
46,13,1587,109,0.5,14,11,16300,190,0.0,0
66,5,1124,60,0.5,6,5,11050,159,0.0,0
55,15,1749,117,0.52,15,12,18600,197,0.0,0
66,21,1108,48,0.5,30,20,8661,143,0.0,0
59,15,1998,87,0.5,17,16,20398,142,0.0,0
79,22,1390,81,0.58,23,21,13416,173,0.0,0
62,14,1998,140,0.5,16,14,20581,196,0.0,0
56,17,954,51,0.5,19,17,8980,149,0.0,0
62,12,1997,90,0.5,14,14,17212,160,0.0,0
78,44,602,30,0.5,47,28,7227,100,0.0,0
52,10,2401,185,0.5,10,5,56900,195,0.0,0
59,13,2461,109,0.5,16,9,31359,143,0.0,0
61,16,1199,66,0.5,17,16,10138,163,0.0,0
30,12,1398,68,0.68,13,7,15800,164,0.0,0
70,14,2926,193,0.5,15,14,45278,230,0.0,0
86,11,998,66,0.5,12,10,10450,155,0.0,0
68,27,1595,55,0.5,30,21,11247,132,0.0,0
64,18,1769,60,0.5,19,16,13183,135,0.0,0
79,37,602,33,0.5,47,32,4711,121,0.0,0
69,16,1870,64,0.5,17,15,11876,161,0.0,0
58,10,1587,111,0.5,13,8,15300,192,0.0,0
85,9,1560,90,0.5,9,8,15150,182,514.96,1
58,12,1998,109,0.5,17,12,22700,191,0.0,0
27,9,1461,68,0.6,10,7,17521,148,0.0,0
57,27,1905,66,0.5,29,23,12311,160,0.0,0
65,8,1124,60,0.5,13,13,11050,156,0.0,0
66,14,1870,102,0.5,15,14,20124,174,0.0,0
32,11,1150,73,0.57,11,10,10800,157,0.0,0
64,9,1991,140,0.5,10,8,32200,196,0.0,0
76,20,1998,96,0.5,21,18,17212,155,0.0,0
78,21,2496,82,0.5,24,21,23089,134,0.0,0
49,9,1461,106,0.68,10,9,22050,178,0.0,0
57,5,1461,106,0.5,8,7,24050,174,0.0,0
59,17,2151,125,0.5,17,15,27685,198,1308.0,1
59,22,3350,161,0.5,22,19,26984,190,0.0,0
76,18,998,55,0.5,18,16,10504,145,0.0,0
47,8,1753,116,0.5,10,8,21050,190,0.0,0
83,12,1749,116,0.5,13,13,22050,196,0.0,0
56,15,998,60,0.5,15,13,9990,150,0.0,0
82,9,1560,109,0.5,11,9,23500,192,0.0,0
83,9,1560,109,0.5,11,8,26500,190,0.0,0
43,11,1984,200,0.5,11,7,36870,238,0.0,0
53,17,1769,60,0.5,20,15,11638,133,0.0,0
46,34,602,29,0.5,45,34,3299,115,0.0,0
67,8,1997,136,0.5,9,7,32300,190,0.0,0
63,18,2299,79,0.5,20,15,20114,132,0.0,0
69,6,1997,150,0.52,6,6,27300,195,0.0,0
67,11,2477,116,0.5,14,9,25300,145,0.0,0
57,5,1398,68,0.5,9,8,16500,166,0.0,0
80,6,1560,90,0.5,6,5,21200,173,0.0,0
80,11,1796,164,0.5,11,7,39300,230,0.0,0
44,10,1149,59,0.5,15,9,10138,151,0.0,0
47,14,1689,90,0.5,17,14,18584,175,0.0,0
57,12,1089,63,0.5,13,12,9790,150,0.0,0
60,14,1390,60,0.5,17,16,10245,160,0.0,0
88,31,1800,28,0.5,19,15,1000,100,0.0,0
62,7,998,68,0.5,10,5,9450,157,0.0,0
78,15,1390,75,0.5,17,15,11419,170,0.0,0
35,10,1868,70,0.68,13,8,14352,142,0.0,0
65,12,1997,111,0.5,13,9,34850,174,0.0,0
54,9,1753,116,0.5,10,8,22150,188,0.0,0
30,5,1248,75,0.68,8,4,15400,165,0.0,0
76,6,1149,75,0.5,7,5,10150,169,0.0,0
50,6,1560,111,0.5,9,5,19950,190,0.0,0
37,5,1560,109,0.5,7,5,25500,180,0.0,0
42,23,954,45,0.5,24,22,7928,145,0.0,0
84,21,1389,60,0.5,22,20,9894,155,0.0,0
54,7,2387,210,0.5,7,5,39950,231,0.0,0
55,6,1422,70,0.5,7,7,12490,164,0.0,0
51,7,1582,116,0.5,8,6,21000,188,0.0,0
71,11,1870,116,0.5,13,9,31100,180,0.0,0
55,14,1598,105,0.5,15,10,18560,192,0.0,0
59,22,1896,90,0.5,22,19,20048,178,0.0,0
45,9,1398,68,0.63,13,7,15800,164,0.0,0
41,5,996,68,0.5,6,2,9290,155,0.0,0
67,11,1997,136,0.5,12,10,25350,207,0.0,0
66,6,998,70,0.5,10,6,11950,155,0.0,0
46,13,2188,130,0.5,15,13,32800,183,0.0,0
50,10,1995,116,0.5,11,9,24450,180,0.0,0
47,10,1997,136,0.55,12,10,26500,202,0.0,0
37,10,1896,90,0.5,11,8,18870,176,0.0,0
79,11,1360,74,0.61,13,10,16150,162,0.0,0
67,12,1868,70,0.5,17,15,12024,161,0.0,0
78,13,2477,116,0.5,14,11,27700,152,0.0,0
75,5,1399,97,0.5,5,5,12590,173,1406.4,1
69,26,2445,73,0.5,32,26,18054,117,0.0,0
62,8,1699,116,0.5,11,6,22600,188,312.61,1
56,5,1398,55,0.5,10,5,11850,154,0.0,0
48,10,1753,116,0.5,10,8,23500,188,0.0,0
45,7,1360,74,0.5,13,13,12950,162,0.0,0
69,6,1398,68,0.5,9,5,14600,166,83.05,1
87,7,1560,109,0.5,11,7,22300,192,2718.21,1
59,10,1998,85,0.5,15,9,20105,138,0.0,0
86,24,1360,75,0.5,24,22,10413,172,0.0,0
42,10,1870,120,0.5,15,10,26000,200,277.86,1
39,17,954,51,0.51,19,17,9590,150,1308.0,1
41,13,1360,75,0.5,17,12,14300,170,0.0,0
85,6,1997,136,0.5,7,6,34050,198,0.0,0
81,8,998,68,0.5,10,6,8700,157,0.0,0
47,10,2800,128,0.5,13,12,28848,152,0.0,0
58,12,2200,121,0.5,13,11,22400,183,0.0,0
62,8,1560,109,0.5,10,6,20500,192,0.0,0
34,7,1598,105,0.6,9,6,15920,181,0.0,0
79,15,1108,55,0.5,16,15,7608,150,0.0,0
83,18,1390,60,0.5,20,17,10093,160,0.0,0
52,7,1560,75,0.5,10,7,15700,150,0.0,0
42,13,1598,111,0.5,13,9,18100,190,0.0,0
83,19,1598,90,0.5,20,19,16114,184,0.0,0
85,10,1360,74,0.5,13,13,12950,162,1993.34,1
39,10,2188,150,0.5,13,9,38850,188,0.0,0
75,15,1149,59,0.5,16,15,11952,160,0.0,0
50,5,1461,86,0.5,5,4,15850,156,0.0,0
64,12,2982,165,0.5,12,9,37750,165,0.0,0
40,9,1364,90,0.5,11,9,18300,180,0.0,0
78,7,1560,109,0.5,8,7,27000,180,0.0,0
45,13,1997,109,0.5,14,12,23200,193,95.96,1
52,12,3199,218,0.5,12,7,38300,250,0.0,0
40,12,1149,59,0.5,14,12,11250,160,0.0,0
60,14,1910,63,0.5,14,12,13265,141,0.0,0
61,9,2034,136,0.5,11,4,26800,200,85.2,1
43,24,1769,60,0.51,31,17,12190,134,0.0,0
86,19,1587,90,0.5,19,17,12898,178,38.47,1
41,11,1998,135,0.54,12,9,22550,195,0.0,0
70,11,1298,81,0.5,16,11,13800,140,0.0,0
38,15,1870,64,0.57,17,15,11876,161,0.0,0
67,11,1997,136,0.54,11,10,23800,212,0.0,0
49,14,1998,140,0.5,15,13,28050,187,0.0,0
91,8,1587,109,0.65,13,7,16950,193,64.33,1
48,14,1149,75,0.5,14,12,11250,170,0.0,0
45,16,1975,73,0.5,17,15,14544,165,0.0,0
65,15,2498,131,0.5,16,15,32015,190,0.0,0
57,5,1560,93,0.5,5,3,20900,174,1308.0,1
66,6,2198,155,0.52,10,5,32200,220,0.0,0
54,35,602,29,0.5,45,34,3299,115,0.0,0
74,12,1364,75,0.5,14,10,13350,170,0.0,0
54,15,1360,75,0.5,17,12,11950,170,0.0,0
59,13,1598,96,0.5,14,12,13900,160,0.0,0
66,13,1124,60,0.5,15,12,9700,164,0.0,0
85,6,1149,75,0.5,14,12,11250,170,0.0,0
52,14,1870,105,0.5,15,12,17500,185,0.0,0
55,10,1560,109,0.5,11,10,19750,192,0.0,0
62,13,1461,66,0.5,14,12,13050,163,0.0,0
50,9,1995,164,0.5,10,8,33450,225,0.0,0
78,10,1997,90,0.5,13,11,18550,163,0.0,0
42,5,1364,90,0.5,6,5,16090,150,0.0,0
59,13,1124,60,0.5,15,12,9300,164,0.0,0
79,6,1461,68,0.5,10,9,15050,162,0.0,0
50,16,1299,60,0.5,19,16,9971,155,0.0,0
60,16,1753,90,0.5,22,20,15642,172,0.0,0
84,26,2497,90,0.5,30,27,24719,174,0.0,0
50,8,1560,109,0.5,11,10,20850,192,0.0,0
48,8,1870,116,0.5,10,6,26000,185,1676.44,1
40,12,1870,102,0.54,15,14,20124,174,2372.04,1
56,15,1149,59,0.5,15,9,10138,151,0.0,0
44,6,1396,90,0.5,6,5,16510,171,0.0,0
63,5,1560,90,0.5,6,4,20332,160,0.0,0
71,11,2874,120,0.5,11,9,21990,150,0.0,0
51,15,1598,125,0.5,16,14,16907,205,0.0,0
73,21,1769,60,0.5,32,22,11564,155,0.0,0
76,6,1390,123,0.5,7,7,24180,200,1560.05,1
66,9,1149,59,0.5,15,9,10138,151,0.0,0
40,15,1870,64,0.5,17,15,13934,161,0.0,0
77,12,1997,90,0.5,13,10,15950,180,0.0,0
67,25,1124,55,0.5,28,22,9681,154,0.0,0
31,8,1397,96,0.5,8,6,17550,185,0.0,0
